date,open,high,low,close,volume,barCount,average
20200731  15:30:00,14.2,14.2,13.45,13.45,-1,-1,-1.0
20200731  15:31:00,13.45,13.5,13.45,13.45,-1,-1,-1.0
20200731  15:32:00,13.45,13.45,13.45,13.45,-1,-1,-1.0
20200731  15:33:00,13.45,13.45,13.45,13.45,-1,-1,-1.0
20200731  15:34:00,13.45,13.45,13.45,13.45,-1,-1,-1.0
20200731  15:35:00,13.45,13.45,13.2,13.2,-1,-1,-1.0
20200731  15:36:00,13.2,13.25,13.2,13.25,-1,-1,-1.0
20200731  15:37:00,13.25,13.25,13.25,13.25,-1,-1,-1.0
20200731  15:38:00,13.25,13.25,13.2,13.2,-1,-1,-1.0
20200731  15:39:00,13.2,13.2,13.0,13.0,-1,-1,-1.0
20200731  15:40:00,13.0,13.0,13.0,13.0,-1,-1,-1.0
20200731  15:41:00,13.0,13.95,13.0,13.95,-1,-1,-1.0
20200731  15:42:00,13.95,14.35,13.95,14.35,-1,-1,-1.0
20200731  15:43:00,14.35,14.35,14.35,14.35,-1,-1,-1.0
20200731  15:44:00,14.35,14.4,14.35,14.4,-1,-1,-1.0
20200731  15:45:00,14.4,14.5,14.4,14.5,-1,-1,-1.0
20200731  15:46:00,14.5,14.7,14.5,14.55,-1,-1,-1.0
20200731  15:47:00,14.55,14.75,14.55,14.75,-1,-1,-1.0
20200731  15:48:00,14.75,15.15,14.75,15.15,-1,-1,-1.0
20200731  15:49:00,15.15,15.15,15.1,15.1,-1,-1,-1.0
20200731  15:50:00,15.1,15.1,15.05,15.05,-1,-1,-1.0
20200731  15:51:00,15.05,15.05,15.05,15.05,-1,-1,-1.0
20200731  15:52:00,15.05,15.05,15.05,15.05,-1,-1,-1.0
20200731  15:53:00,15.05,15.05,15.0,15.0,-1,-1,-1.0
20200731  15:54:00,15.0,15.15,14.95,15.15,-1,-1,-1.0
20200731  15:55:00,15.15,15.15,15.1,15.1,-1,-1,-1.0
20200731  15:56:00,15.1,15.2,15.0,15.05,-1,-1,-1.0
20200731  15:57:00,15.05,15.05,14.95,14.95,-1,-1,-1.0
20200731  15:58:00,14.95,14.95,14.85,14.85,-1,-1,-1.0
20200731  15:59:00,14.85,14.85,14.85,14.85,-1,-1,-1.0
20200731  16:00:00,14.85,14.85,14.8,14.85,-1,-1,-1.0
20200731  16:01:00,14.85,14.95,14.75,14.85,-1,-1,-1.0
20200731  16:02:00,14.85,14.85,14.85,14.85,-1,-1,-1.0
20200731  16:03:00,14.85,14.85,14.7,14.7,-1,-1,-1.0
20200731  16:04:00,14.7,14.7,14.6,14.65,-1,-1,-1.0
20200731  16:05:00,14.65,14.65,14.65,14.65,-1,-1,-1.0
20200731  16:06:00,14.65,14.65,14.55,14.55,-1,-1,-1.0
20200731  16:07:00,14.55,14.6,14.55,14.6,-1,-1,-1.0
20200731  16:08:00,14.6,14.6,14.55,14.6,-1,-1,-1.0
20200731  16:09:00,14.6,14.6,14.55,14.55,-1,-1,-1.0
20200731  16:10:00,14.55,14.55,14.5,14.55,-1,-1,-1.0
20200731  16:11:00,14.55,14.55,14.5,14.55,-1,-1,-1.0
20200731  16:12:00,14.55,14.65,14.55,14.65,-1,-1,-1.0
20200731  16:13:00,14.65,14.65,14.55,14.55,-1,-1,-1.0
20200731  16:14:00,14.55,14.55,14.55,14.55,-1,-1,-1.0
20200731  16:15:00,14.55,14.55,14.45,14.45,-1,-1,-1.0
20200731  16:16:00,14.45,14.45,14.45,14.45,-1,-1,-1.0
20200731  16:17:00,14.45,14.45,14.35,14.35,-1,-1,-1.0
20200731  16:18:00,14.35,14.35,13.55,13.55,-1,-1,-1.0
20200731  16:19:00,13.55,13.55,13.15,13.15,-1,-1,-1.0
20200731  16:20:00,13.15,13.15,13.15,13.15,-1,-1,-1.0
20200731  16:21:00,13.15,13.15,13.05,13.05,-1,-1,-1.0
20200731  16:22:00,13.05,13.05,12.85,12.85,-1,-1,-1.0
20200731  16:23:00,12.85,12.9,12.8,12.8,-1,-1,-1.0
20200731  16:24:00,12.8,13.3,12.65,13.3,-1,-1,-1.0
20200731  16:25:00,13.3,13.3,12.95,12.95,-1,-1,-1.0
20200731  16:26:00,12.95,12.95,12.95,12.95,-1,-1,-1.0
20200731  16:27:00,12.95,12.95,12.95,12.95,-1,-1,-1.0
20200731  16:28:00,12.95,13.0,12.95,13.0,-1,-1,-1.0
20200731  16:29:00,13.0,13.05,12.9,13.05,-1,-1,-1.0
20200731  16:30:00,13.05,13.05,12.9,12.9,-1,-1,-1.0
20200731  16:31:00,12.9,12.9,12.9,12.9,-1,-1,-1.0
20200731  16:32:00,12.9,12.9,12.6,12.6,-1,-1,-1.0
20200731  16:33:00,12.6,12.6,12.55,12.55,-1,-1,-1.0
20200731  16:34:00,12.55,12.55,12.55,12.55,-1,-1,-1.0
20200731  16:35:00,12.55,13.2,12.55,13.2,-1,-1,-1.0
20200731  16:36:00,13.2,13.25,13.2,13.2,-1,-1,-1.0
20200731  16:37:00,13.2,13.2,13.05,13.05,-1,-1,-1.0
20200731  16:38:00,13.05,13.1,12.95,12.95,-1,-1,-1.0
20200731  16:39:00,12.95,12.95,12.9,12.9,-1,-1,-1.0
20200731  16:40:00,12.9,13.1,12.9,13.1,-1,-1,-1.0
20200731  16:41:00,13.1,13.1,12.95,12.95,-1,-1,-1.0
20200731  16:42:00,12.95,12.95,12.95,12.95,-1,-1,-1.0
20200731  16:43:00,12.95,12.95,12.95,12.95,-1,-1,-1.0
20200731  16:44:00,12.95,12.95,12.95,12.95,-1,-1,-1.0
20200731  16:45:00,12.95,12.95,12.95,12.95,-1,-1,-1.0
20200731  16:46:00,12.95,13.0,12.95,13.0,-1,-1,-1.0
20200731  16:47:00,13.0,13.0,12.85,12.85,-1,-1,-1.0
20200731  16:48:00,12.85,12.85,12.85,12.85,-1,-1,-1.0
20200731  16:49:00,12.85,12.85,12.85,12.85,-1,-1,-1.0
20200731  16:50:00,12.85,12.85,12.75,12.75,-1,-1,-1.0
20200731  16:51:00,12.75,13.25,12.6,13.25,-1,-1,-1.0
20200731  16:52:00,13.25,13.25,13.2,13.2,-1,-1,-1.0
20200731  16:53:00,13.2,13.2,12.9,12.9,-1,-1,-1.0
20200731  16:54:00,12.9,12.9,12.9,12.9,-1,-1,-1.0
20200731  16:55:00,12.9,12.9,12.9,12.9,-1,-1,-1.0
20200731  16:56:00,12.9,12.9,12.9,12.9,-1,-1,-1.0
20200731  16:57:00,12.9,13.35,12.9,13.35,-1,-1,-1.0
20200731  16:58:00,13.35,13.35,13.3,13.3,-1,-1,-1.0
20200731  16:59:00,13.3,13.3,13.3,13.3,-1,-1,-1.0
20200731  17:00:00,13.3,13.35,13.2,13.3,-1,-1,-1.0
20200731  17:01:00,13.3,13.3,13.15,13.15,-1,-1,-1.0
20200731  17:02:00,13.15,13.15,12.95,12.95,-1,-1,-1.0
20200731  17:03:00,12.95,13.45,12.95,13.4,-1,-1,-1.0
20200731  17:04:00,13.4,13.4,13.2,13.35,-1,-1,-1.0
20200731  17:05:00,13.35,13.35,13.3,13.3,-1,-1,-1.0
20200731  17:06:00,13.3,13.3,13.3,13.3,-1,-1,-1.0
20200731  17:07:00,13.3,13.3,13.3,13.3,-1,-1,-1.0
20200731  17:08:00,13.3,13.4,13.3,13.4,-1,-1,-1.0
20200731  17:09:00,13.4,13.4,13.25,13.25,-1,-1,-1.0
20200731  17:10:00,13.25,13.25,13.15,13.15,-1,-1,-1.0
20200731  17:11:00,13.15,13.2,13.05,13.05,-1,-1,-1.0
