,Date,Open,High,Low,Close
0,18540.915277777778,106.295,106.345,106.275,106.325
1,18540.91597222222,106.325,106.345,106.245,106.28
2,18456.645833333332,101.255,102.755,101.23,102.455
3,18456.75,102.455,103.145,101.015,101.24
4,18457.645833333332,101.035,102.115,100.85,101.945
5,18457.75,101.945,103.455,101.715,103.27
6,18458.645833333332,103.985,104.925,103.835,104.085
7,18458.75,104.085,104.825,104.015,104.625
8,18459.645833333332,104.535,104.545,103.725,103.905
9,18459.75,103.905,104.505,103.755,104.475
10,18460.645833333332,105.005,105.835,104.855,105.785
11,18460.75,105.785,106.255,105.615,105.905
12,18463.645833333332,106.095,106.49,105.525,105.705
13,18463.75,105.705,106.195,105.625,105.86
14,18464.645833333332,106.135,106.635,105.885,106.085
15,18464.75,106.085,106.405,105.575,105.855
16,18465.645833333332,106.285,106.745,105.735,106.305
17,18465.75,106.305,106.935,106.105,106.72
18,18466.645833333332,107.245,107.535,106.905,107.265
19,18466.75,107.265,107.335,105.925,106.325
20,18467.645833333332,106.1,106.15,104.705,105.025
21,18467.75,105.025,105.235,104.425,105.13
22,18470.645833333332,104.985,106.165,104.73,105.615
23,18470.75,105.615,106.055,105.575,105.91
24,18471.645833333332,105.945,106.475,105.565,106.295
25,18471.75,106.295,106.375,105.665,105.765
26,18472.645833333332,105.97,107.025,105.935,106.995
27,18472.75,106.995,107.315,106.635,106.86
28,18473.645833333332,105.855,105.985,105.005,105.595
29,18473.75,105.595,106.335,105.525,106.105
30,18474.645833333332,105.795,106.095,104.665,104.755
31,18474.75,104.755,105.565,104.155,105.55
32,18477.645833333332,106.195,106.965,106.005,106.705
33,18477.75,106.705,106.865,106.405,106.615
34,18478.645833333332,106.245,106.635,105.815,106.395
35,18478.75,106.395,106.475,105.495,106.125
36,18479.645833333332,106.725,106.835,106.365,106.415
37,18479.75,106.415,106.785,106.365,106.63
38,18480.645833333332,106.475,106.975,105.285,105.455
39,18480.75,105.455,106.075,105.435,106.02
40,18481.645833333332,105.955,106.43,105.925,106.225
41,18481.75,106.225,106.425,105.655,106.39
42,18484.645833333332,106.415,106.525,105.855,105.915
43,18484.75,105.915,106.235,105.765,106.07
44,18485.645833333332,106.625,106.745,105.945,106.305
45,18485.75,106.305,106.485,105.125,105.4
46,18486.645833333332,105.955,107.135,105.9,107.085
47,18486.75,107.085,107.485,106.765,107.175
48,18487.645833333332,107.025,107.025,106.285,106.815
49,18487.75,106.815,107.125,106.695,107.015
50,18488.645833333332,106.78,107.275,106.595,106.995
51,18488.75,106.995,106.995,106.385,106.81
52,18491.645833333332,107.055,107.845,106.92,107.755
53,18491.75,107.755,107.765,107.345,107.455
54,18492.645833333332,107.685,107.835,106.835,107.345
55,18492.75,107.345,107.675,107.255,107.38
56,18493.645833333332,107.485,107.795,107.375,107.655
57,18493.75,107.655,107.755,106.825,107.02
58,18494.645833333332,106.55,106.955,106.435,106.685
59,18494.75,106.685,106.895,106.535,106.73
60,18495.645833333332,106.52,106.675,105.985,106.285
61,18495.75,106.285,106.955,106.275,106.805
62,18498.645833333332,107.335,107.375,105.815,105.835
63,18498.75,105.835,106.335,105.675,106.315
64,18499.645833333332,106.875,107.025,106.45,106.705
65,18499.75,106.705,107.085,106.655,107.06
66,18500.645833333332,106.835,106.835,105.775,106.085
67,18500.75,106.085,107.035,106.085,106.905
68,18501.645833333332,107.095,107.945,106.335,107.865
69,18501.75,107.865,108.265,107.255,107.78
