,Date,Open,High,Low,Close
0,18543.65763888889,7.225,7.225,7.1,7.1
1,18543.658333333333,7.1,7.175,7.0,7.15
2,18543.65902777778,7.15,7.15,7.125,7.125
3,18543.66875,7.05,7.05,6.8,6.85
4,18543.669444444444,6.85,6.875,6.85,6.875
5,18543.67013888889,6.875,6.875,6.875,6.875
6,18508.645833333332,23.2,24.025,16.7,17.9
7,18508.708333333332,17.9,18.575,15.775,18.225
8,18508.833333333332,18.225,23.2,17.975,22.75
9,18509.645833333332,19.75,20.2,10.65,13.45
10,18509.708333333332,13.45,15.3,12.925,14.6
11,18509.833333333332,14.6,16.5,14.275,15.025
12,18513.645833333332,11.675,14.3,11.2,14.0
13,18513.708333333332,14.0,14.0,11.1,11.825
14,18513.833333333332,11.825,11.875,9.775,10.7
15,18514.645833333332,12.85,14.0,11.175,12.975
16,18514.708333333332,12.975,14.575,12.275,13.075
17,18514.833333333332,13.075,14.075,12.45,13.65
18,18515.645833333332,14.275,15.9,13.475,13.5
19,18515.708333333332,13.5,15.025,11.8,12.775
20,18515.833333333332,12.775,12.825,10.025,10.95
21,18516.645833333332,11.75,12.05,9.975,10.775
22,18516.708333333332,10.775,10.775,6.725,7.35
23,18516.833333333332,7.35,8.575,7.35,8.125
24,18519.645833333332,9.025,9.65,8.5,8.65
25,18519.708333333332,8.65,9.475,6.275,6.575
26,18519.833333333332,6.575,8.3,6.375,7.975
27,18520.645833333332,9.5,9.525,6.35,7.05
28,18520.708333333332,7.05,7.5,6.55,6.575
29,18520.833333333332,6.575,7.875,6.5,7.275
30,18521.645833333332,8.125,8.825,6.525,7.325
31,18521.708333333332,7.325,7.35,5.7,6.275
32,18521.833333333332,6.275,7.45,4.725,4.725
33,18522.645833333332,4.6,5.55,3.895,4.875
34,18522.708333333332,4.875,4.925,3.705,4.575
35,18522.833333333332,4.575,4.65,3.13,4.45
36,18523.645833333332,4.4,4.85,2.945,3.035
37,18523.708333333332,3.035,3.65,2.3,2.58
38,18523.833333333332,2.58,3.81,2.58,3.39
39,18526.645833333332,3.3,5.575,1.85,4.925
40,18526.708333333332,4.925,6.275,4.225,5.025
41,18526.833333333332,5.025,5.575,4.075,5.425
42,18527.645833333332,7.15,7.65,5.75,6.55
43,18527.708333333332,6.55,8.25,6.525,7.65
44,18527.833333333332,7.65,7.825,6.75,7.75
45,18528.645833333332,7.875,8.875,6.725,7.925
46,18528.708333333332,7.925,7.925,6.05,6.625
47,18528.833333333332,6.625,6.625,5.1,5.45
48,18529.645833333332,5.385,7.025,4.725,6.0
49,18529.708333333332,6.0,7.025,5.5,5.85
50,18529.833333333332,5.85,6.125,4.425,4.875
51,18530.645833333332,5.45,5.775,4.225,5.025
52,18530.708333333332,5.025,6.625,4.875,6.175
53,18530.833333333332,6.175,7.425,5.725,6.75
54,18533.645833333332,8.35,8.975,5.6,7.2
55,18533.708333333332,7.2,7.925,6.9,7.825
56,18533.833333333332,7.825,8.775,7.475,8.225
57,18534.645833333332,8.7,9.9,7.925,8.85
58,18534.708333333332,8.85,10.425,8.675,10.25
59,18534.833333333332,10.25,10.35,8.75,9.2
60,18535.645833333332,9.15,11.3,8.65,10.25
61,18535.708333333332,10.25,11.6,10.125,11.2
62,18535.833333333332,11.2,11.6,9.75,10.375
63,18536.645833333332,11.95,13.175,10.3,11.325
64,18536.708333333332,11.325,11.875,10.575,11.075
65,18536.833333333332,11.075,12.8,9.925,11.9
66,18537.645833333332,8.55,9.925,7.625,9.175
67,18537.708333333332,9.175,9.175,6.275,7.675
68,18537.833333333332,7.675,8.1,7.0,7.575
69,18540.645833333332,8.4,9.225,7.25,9.125
70,18540.708333333332,9.125,9.425,8.525,8.75
71,18540.833333333332,8.75,9.7,8.45,9.45
72,18541.645833333332,9.2,10.075,7.8,8.9
73,18541.708333333332,8.9,9.325,7.1,8.05
74,18541.833333333332,8.05,8.725,5.55,6.6
75,18542.645833333332,8.725,8.775,7.05,7.9
76,18542.708333333332,7.9,8.075,6.8,6.9
77,18542.833333333332,6.9,8.4,6.75,7.475
78,18543.645833333332,8.5,9.725,6.65,6.875
