,Date,Open,High,Low,Close
45,18493.645833333332,128.72,129.49,127.565,127.855
46,18493.708333333332,127.855,128.41,126.3,127.86
47,18493.833333333332,127.86,127.86,124.795,124.935
48,18494.645833333332,124.11,126.27,123.71,124.91
49,18494.708333333332,124.91,125.17,123.275,123.32
50,18494.833333333332,123.32,123.51,121.665,122.305
51,18495.645833333332,122.035,123.47,121.125,123.295
52,18495.708333333332,123.295,124.95,122.795,124.54
53,18495.833333333332,124.54,124.585,122.965,123.68
54,18498.645833333332,125.1,125.1,123.295,123.41
55,18498.708333333332,123.41,123.645,119.4,122.785
56,18498.833333333332,122.785,123.66,122.58,123.395
57,18499.645833333332,124.31,124.825,122.14,122.2
58,18499.708333333332,122.2,122.335,121.13,121.565
59,18499.833333333332,121.565,122.615,121.515,122.575
60,18500.645833333332,122.455,123.87,121.54,123.51
61,18500.708333333332,123.51,124.71,123.42,124.61
62,18500.833333333332,124.61,124.915,123.765,124.41
63,18501.645833333332,124.925,126.54,124.505,126.49
64,18501.708333333332,126.49,126.685,123.91,125.34
65,18501.833333333332,125.34,126.115,124.885,125.165
66,18502.645833333332,125.695,127.265,125.565,126.01
67,18502.708333333332,126.01,126.2,124.82,125.78
68,18502.833333333332,125.78,126.475,125.23,126.325
69,18505.645833333332,126.05,127.235,124.53,125.68
70,18505.708333333332,125.68,126.3,124.62,125.69
71,18505.833333333332,125.69,126.305,125.005,125.025
72,18506.645833333332,125.28,127.325,124.575,126.215
73,18506.708333333332,126.215,129.255,126.145,128.93
74,18506.833333333332,128.93,130.4,128.73,130.16
75,18507.645833333332,131.095,131.095,128.09,129.335
76,18507.708333333332,129.335,130.93,128.45,128.615
77,18507.833333333332,128.615,130.1,128.45,129.045
78,18508.645833333332,128.465,128.68,122.495,123.46
79,18508.708333333332,123.46,123.54,120.175,121.545
80,18508.833333333332,121.545,122.725,121.11,122.105
81,18509.645833333332,123.34,123.705,114.685,116.52
82,18509.708333333332,116.52,120.36,115.94,119.865
83,18509.833333333332,119.865,120.845,117.27,118.805
84,18513.645833333332,117.175,118.625,114.125,117.495
85,18513.708333333332,117.495,119.215,116.26,118.235
86,18513.833333333332,118.235,118.49,114.995,115.06
87,18514.645833333332,116.95,118.005,116.255,116.595
88,18514.708333333332,116.595,119.225,115.93,118.825
89,18514.833333333332,118.825,119.395,118.055,118.2
90,18515.645833333332,118.83,119.295,116.695,116.835
91,18515.708333333332,116.835,118.115,115.705,115.78
92,18515.833333333332,115.78,116.13,113.185,113.86
93,18516.645833333332,114.635,115.13,112.825,112.915
94,18516.708333333332,112.915,113.71,110.56,111.71
95,18516.833333333332,111.71,113.445,111.32,112.335
96,18519.645833333332,113.835,114.255,111.025,111.95
97,18519.708333333332,111.95,113.66,111.66,113.455
98,18519.833333333332,113.455,114.965,112.91,113.965
99,18520.645833333332,116.56,118.725,116.2,117.485
100,18520.708333333332,117.485,118.34,116.855,117.115
101,18520.833333333332,117.115,118.855,117.0,118.755
102,18521.645833333332,119.47,120.08,118.785,119.965
103,18521.708333333332,119.965,121.23,118.6,119.885
104,18521.833333333332,119.885,119.895,116.995,117.615
105,18522.645833333332,115.45,116.92,114.75,116.64
106,18522.708333333332,116.64,117.245,115.49,116.47
107,18522.833333333332,116.47,117.695,114.455,115.265
108,18523.645833333332,116.475,116.725,114.69,115.505
109,18523.708333333332,115.505,115.885,112.055,112.9
110,18523.833333333332,112.9,114.77,112.535,114.42
111,18526.645833333332,112.12,112.855,110.11,111.87
112,18526.708333333332,111.87,113.345,111.22,111.63
113,18526.833333333332,111.63,112.905,111.215,112.325
114,18527.645833333332,113.085,115.155,111.47,114.07
115,18527.708333333332,114.07,117.13,113.505,117.035
116,18527.833333333332,117.035,119.405,116.4,119.015
117,18528.645833333332,119.05,119.585,117.105,118.22
118,18528.708333333332,118.22,118.455,115.935,116.495
119,18528.833333333332,116.495,116.5,113.95,114.205
120,18529.645833333332,113.815,116.125,113.16,115.41
121,18529.708333333332,115.41,118.09,114.665,117.37
122,18529.833333333332,117.37,117.45,115.62,116.535
123,18530.645833333332,115.88,118.085,114.955,117.595
124,18530.708333333332,117.595,118.025,116.44,117.5
125,18530.833333333332,117.5,118.895,117.5,118.255
126,18533.645833333332,120.155,121.92,119.925,121.625
127,18533.708333333332,121.625,122.335,120.09,120.225
128,18533.833333333332,120.225,120.695,119.96,120.465
129,18534.645833333332,120.715,122.87,120.455,120.74
130,18534.708333333332,120.74,122.005,120.155,121.48
131,18534.833333333332,121.48,122.345,121.235,121.235
132,18535.645833333332,121.94,124.415,121.85,124.105
133,18535.708333333332,124.105,124.64,122.915,123.84
134,18535.833333333332,123.84,124.495,121.435,121.965
135,18536.645833333332,123.265,124.375,120.69,124.31
136,18536.708333333332,124.31,124.765,123.77,124.125
137,18536.833333333332,124.125,124.96,123.47,124.775
138,18537.645833333332,122.32,124.66,121.405,124.2
139,18537.708333333332,124.2,126.85,124.11,125.73
140,18537.833333333332,125.73,127.21,125.73,126.34
141,18540.645833333332,127.495,129.355,126.61,128.49
142,18540.708333333332,128.49,128.86,127.585,128.695
143,18540.833333333332,128.695,129.86,128.16,129.09
144,18541.645833333332,129.95,130.94,128.355,128.365
145,18541.708333333332,128.365,129.72,127.445,129.69
146,18541.833333333332,129.69,130.15,126.695,126.815
147,18542.645833333332,128.515,129.84,127.83,129.24
148,18542.708333333332,129.24,129.25,127.81,127.875
149,18542.833333333332,127.875,128.895,127.82,127.86
150,18543.645833333332,129.065,129.195,128.61,129.015
