,Date,Open,High,Low,Close
0,18543.65763888889,194.8,194.8,194.49,194.645
1,18543.658333333333,194.645,194.68,194.355,194.665
2,18543.65902777778,194.665,194.725,194.665,194.705
3,18543.66875,194.615,194.615,194.195,194.43
4,18543.669444444444,194.43,194.54,194.31,194.445
5,18543.67013888889,194.445,194.47,194.4,194.42
6,18481.645833333332,203.435,203.935,201.93,203.15
7,18481.708333333332,203.15,203.27,197.37,197.62
8,18481.833333333332,197.62,199.67,196.695,198.615
9,18484.645833333332,198.935,199.785,191.72,192.325
10,18484.708333333332,192.325,196.075,192.085,194.44
11,18484.833333333332,194.44,194.87,192.1,193.29
12,18485.645833333332,191.85,192.02,186.605,191.28
13,18485.708333333332,191.28,193.535,191.265,192.06
14,18485.833333333332,192.06,192.21,188.485,188.98
15,18486.645833333332,189.77,192.245,189.48,191.38
16,18486.708333333332,191.38,192.52,190.125,191.18
17,18486.833333333332,191.18,191.935,190.39,191.29
18,18487.645833333332,192.175,195.155,191.495,192.54
19,18487.708333333332,192.54,194.54,192.245,192.795
20,18487.833333333332,192.795,193.155,191.55,193.06
21,18488.645833333332,194.96,195.305,190.53,191.06
22,18488.708333333332,191.06,192.615,190.805,191.945
23,18488.833333333332,191.945,191.985,190.98,191.455
24,18491.645833333332,193.775,197.425,193.235,196.005
25,18491.708333333332,196.005,197.06,195.655,196.625
26,18491.833333333332,196.625,197.345,196.04,196.35
27,18492.645833333332,197.44,198.705,194.71,195.91
28,18492.708333333332,195.91,196.365,195.29,195.475
29,18492.833333333332,195.475,195.495,194.015,194.59
30,18493.645833333332,195.095,196.74,193.38,194.69
31,18493.708333333332,194.69,195.425,193.82,193.96
32,18493.833333333332,193.96,194.165,191.98,192.465
33,18494.645833333332,192.325,196.255,191.56,196.245
34,18494.708333333332,196.245,197.795,195.385,197.425
35,18494.833333333332,197.425,198.695,196.92,198.23
36,18495.645833333332,197.94,199.035,196.345,197.775
37,18495.708333333332,197.775,197.915,196.23,196.415
38,18495.833333333332,196.415,197.745,196.41,196.73
39,18498.645833333332,199.46,201.075,197.36,197.885
40,18498.708333333332,197.885,198.95,197.455,197.83
