,Date,Open,High,Low,Close
0,18544.915277777778,62.25,62.25,62.25,62.25
1,18544.91597222222,62.25,62.25,62.25,62.25
2,18535.645833333332,13.9,16.05,13.9,16.05
3,18535.666666666668,16.05,16.05,16.0,16.0
4,18535.6875,16.0,16.5,15.95,16.35
5,18535.708333333332,16.35,16.75,16.3,16.75
6,18535.729166666668,16.75,16.75,16.6,16.6
7,18535.75,16.6,17.0,16.4,17.0
8,18535.770833333332,17.0,17.4,16.85,17.4
9,18535.791666666668,17.4,18.25,17.4,18.15
10,18535.8125,18.15,18.85,18.15,18.8
11,18535.833333333332,18.8,18.8,17.55,17.55
12,18535.854166666668,17.55,17.55,16.7,16.7
13,18535.875,16.7,16.7,16.3,16.3
14,18535.895833333332,16.3,16.3,16.0,16.0
15,18536.645833333332,15.9,18.8,15.9,18.8
16,18536.666666666668,18.8,20.55,18.8,20.1
17,18536.6875,20.1,20.4,20.1,20.35
18,18536.708333333332,20.35,21.1,20.05,21.05
19,18536.729166666668,21.05,21.55,21.0,21.55
20,18536.75,21.55,21.55,21.15,21.2
21,18536.770833333332,21.2,21.8,21.2,21.75
22,18536.791666666668,21.75,22.55,21.75,22.25
23,18536.8125,22.25,23.15,22.25,23.15
24,18536.833333333332,23.15,23.15,23.1,23.15
25,18536.854166666668,23.15,23.5,22.9,22.9
26,18536.875,22.9,23.0,22.9,23.0
27,18536.895833333332,23.0,24.05,23.0,24.05
28,18537.645833333332,20.3,25.45,18.45,25.45
29,18537.666666666668,25.45,25.45,24.55,24.6
30,18537.6875,24.6,24.85,24.05,24.85
31,18537.708333333332,24.85,24.95,24.85,24.95
32,18537.729166666668,24.95,25.35,24.95,25.1
33,18537.75,25.1,25.1,24.55,24.8
34,18537.770833333332,24.8,24.8,24.65,24.7
35,18537.791666666668,24.7,24.7,24.2,24.3
36,18537.8125,24.3,24.35,24.3,24.3
37,18537.833333333332,24.3,24.35,24.25,24.25
38,18537.854166666668,24.25,24.6,24.1,24.6
39,18537.875,24.6,24.75,24.3,24.5
40,18537.895833333332,24.5,24.75,24.15,24.2
41,18540.645833333332,27.0,31.65,26.6,29.35
42,18540.666666666668,29.35,32.1,29.25,32.1
43,18540.6875,32.1,32.35,31.5,31.5
44,18540.708333333332,31.5,33.3,31.5,33.3
45,18540.729166666668,33.3,34.7,33.3,34.7
46,18540.75,34.7,35.85,34.55,35.85
47,18540.770833333332,35.85,37.75,35.85,37.7
48,18540.791666666668,37.7,37.7,35.3,35.35
49,18540.8125,35.35,36.35,35.3,35.5
50,18540.833333333332,35.5,35.5,34.2,34.2
51,18540.854166666668,34.2,35.1,34.2,35.1
52,18540.875,35.1,35.55,35.1,35.55
53,18540.895833333332,35.55,37.5,35.55,37.5
54,18541.645833333332,37.1,37.5,31.35,33.85
55,18541.666666666668,33.85,34.3,33.15,33.4
56,18541.6875,33.4,35.2,33.0,35.1
57,18541.708333333332,35.1,35.1,34.75,34.8
58,18541.729166666668,34.8,35.2,34.65,34.65
59,18541.75,34.65,35.55,34.55,35.55
60,18541.770833333332,35.55,38.6,35.55,38.6
61,18541.791666666668,38.6,41.1,38.6,40.35
62,18541.8125,40.35,42.65,40.3,42.25
63,18541.833333333332,42.25,42.25,41.5,42.0
64,18541.854166666668,42.0,45.1,42.0,42.75
65,18541.875,42.75,42.75,38.75,41.25
66,18541.895833333332,41.25,42.35,41.25,41.7
67,18542.645833333332,47.2,51.75,43.4,45.95
68,18542.666666666668,45.95,48.85,44.75,48.85
69,18542.6875,48.85,49.15,47.35,47.85
70,18542.708333333332,47.85,50.3,47.85,50.3
71,18542.729166666668,50.3,54.75,50.3,54.65
72,18542.75,54.65,54.65,53.15,53.15
73,18542.770833333332,53.15,56.5,53.15,56.25
74,18542.791666666668,56.25,56.3,55.8,56.2
75,18542.8125,56.2,58.25,56.2,57.85
76,18542.833333333332,57.85,57.85,52.7,52.75
77,18542.854166666668,52.75,53.25,51.4,53.2
78,18542.875,53.2,54.65,53.15,53.6
79,18542.895833333332,53.6,55.5,53.6,55.45
80,18543.645833333332,59.5,59.9,50.95,52.9
81,18543.666666666668,52.9,54.0,52.75,53.25
82,18543.6875,53.25,57.7,53.25,57.5
83,18543.708333333332,57.5,62.4,56.75,62.4
84,18543.729166666668,62.4,64.0,61.1,61.2
85,18543.75,61.2,61.35,58.85,58.95
86,18543.770833333332,58.95,59.0,56.1,56.95
87,18543.791666666668,56.95,58.9,56.95,58.4
88,18543.8125,58.4,58.4,54.25,54.25
89,18543.833333333332,54.25,54.25,51.4,52.75
90,18543.854166666668,52.75,52.8,51.35,51.35
91,18543.875,51.35,51.35,50.9,50.95
92,18543.895833333332,50.95,52.95,50.95,52.95
93,18544.645833333332,50.0,56.55,47.0,52.9
94,18544.666666666668,52.9,55.35,52.9,55.1
95,18544.6875,55.1,57.55,54.05,57.55
96,18544.708333333332,57.55,58.85,57.55,58.65
97,18544.729166666668,58.65,61.5,58.35,61.5
98,18544.75,61.5,63.3,61.5,62.85
99,18544.770833333332,62.85,63.5,62.85,63.1
100,18544.791666666668,63.1,63.35,61.35,61.35
101,18544.8125,61.35,61.35,58.25,60.8
102,18544.833333333332,60.8,60.8,58.6,58.6
103,18544.854166666668,58.6,59.0,58.6,59.0
104,18544.875,59.0,61.05,59.0,60.75
105,18544.895833333332,60.75,62.55,60.75,62.25
