,Date,Open,High,Low,Close
0,18541.91388888889,46.005,46.025,45.94,46.01
1,18541.914583333335,46.01,46.08,46.005,46.015
2,18541.915277777778,46.015,46.015,45.885,45.955
3,18472.645833333332,31.03,31.7,31.03,31.35
4,18472.708333333332,31.35,31.615,31.275,31.55
5,18472.833333333332,31.55,31.75,31.45,31.485
6,18473.645833333332,30.89,31.29,30.49,30.8
7,18473.708333333332,30.8,31.505,30.76,31.485
8,18473.833333333332,31.485,31.54,31.285,31.375
9,18474.645833333332,31.68,31.68,30.81,31.165
10,18474.708333333332,31.165,31.32,30.805,31.175
11,18474.833333333332,31.175,31.555,31.005,31.505
12,18477.645833333332,31.715,31.8,31.045,31.085
13,18477.708333333332,31.085,31.575,31.08,31.315
14,18477.833333333332,31.315,31.735,31.305,31.605
15,18478.645833333332,31.575,31.58,31.075,31.325
16,18478.708333333332,31.325,31.455,30.885,31.435
17,18478.833333333332,31.435,31.44,31.02,31.245
18,18479.645833333332,31.475,31.925,31.435,31.895
19,18479.708333333332,31.895,31.975,31.43,31.525
20,18479.833333333332,31.525,31.69,31.355,31.465
21,18480.645833333332,31.425,32.155,31.42,31.715
22,18480.708333333332,31.715,31.77,31.375,31.55
23,18480.833333333332,31.55,31.63,31.49,31.51
24,18481.645833333332,35.25,38.66,35.125,37.075
25,18481.708333333332,37.075,37.26,36.0,36.02
26,18481.833333333332,36.02,36.515,35.89,36.24
27,18484.645833333332,36.85,36.85,35.305,36.17
28,18484.708333333332,36.17,36.555,36.055,36.315
29,18484.833333333332,36.315,36.33,35.885,36.035
30,18485.645833333332,35.455,36.54,35.45,36.195
31,18485.708333333332,36.195,36.29,35.705,35.755
32,18485.833333333332,35.755,35.765,35.035,35.265
33,18486.645833333332,35.49,35.935,35.125,35.535
34,18486.708333333332,35.535,35.805,35.345,35.555
35,18486.833333333332,35.555,35.775,35.395,35.63
36,18487.645833333332,35.7,36.37,35.54,36.11
37,18487.708333333332,36.11,36.43,35.94,36.165
38,18487.833333333332,36.165,36.755,36.045,36.665
39,18488.645833333332,36.815,37.275,36.615,36.975
40,18488.708333333332,36.975,36.975,36.57,36.665
41,18488.833333333332,36.665,36.735,36.29,36.49
42,18491.645833333332,36.46,36.775,36.085,36.32
43,18491.708333333332,36.32,36.655,36.195,36.475
44,18491.833333333332,36.475,36.48,36.255,36.33
45,18492.645833333332,36.465,36.66,36.13,36.48
46,18492.708333333332,36.48,37.035,36.415,36.86
47,18492.833333333332,36.86,37.085,36.85,36.975
48,18493.645833333332,37.135,37.455,36.92,37.375
49,18493.708333333332,37.375,38.065,37.375,38.03
50,18493.833333333332,38.03,38.05,37.535,37.705
51,18494.645833333332,37.635,38.07,37.25,38.045
52,18494.708333333332,38.045,38.39,37.875,38.37
53,18494.833333333332,38.37,38.815,38.315,38.555
54,18495.645833333332,38.485,38.965,37.985,38.45
55,18495.708333333332,38.45,38.77,38.13,38.185
56,18495.833333333332,38.185,38.67,38.165,38.65
57,18498.645833333332,39.385,39.385,38.595,38.755
58,18498.708333333332,38.755,38.845,38.41,38.5
59,18498.833333333332,38.5,38.8,38.375,38.785
60,18499.645833333332,38.775,39.23,38.365,39.14
61,18499.708333333332,39.14,39.42,38.88,39.255
