Date,Open,High,Low,Close,Adj Close,Volume
1995-01-03,3.976563,4.000975,3.937500,3.984375,2.669861,41721600
1995-01-04,4.000000,4.023438,3.953125,3.976563,2.664625,41865600
1995-01-05,3.984375,4.062500,3.976563,4.007813,2.685566,60480000
1995-01-06,4.007813,4.070313,4.000000,4.062500,2.722212,56316800
1995-01-09,4.054688,4.125000,4.054688,4.125000,2.764089,75056000
1995-01-10,4.148438,4.210938,4.125000,4.164063,2.790266,109320000
1995-01-11,4.179688,4.210938,4.125000,4.140625,2.774560,58468800
1995-01-12,4.132813,4.226563,4.097656,4.195313,2.811206,85384000
1995-01-13,4.226563,4.281250,4.218750,4.257813,2.853087,126689600
1995-01-16,4.281250,4.281250,4.234375,4.257813,2.853087,59564800
1995-01-17,4.257813,4.335938,4.179688,4.187500,2.805971,118696000
1995-01-18,4.265625,4.351563,4.265625,4.335938,2.905436,189520000
1995-01-19,4.328125,4.421875,4.312500,4.417969,2.960403,146992000
1995-01-20,4.398438,4.414063,4.290038,4.300781,2.881879,146233600
1995-01-23,4.273438,4.414063,4.250000,4.398438,2.947317,105260800
1995-01-24,4.414063,4.480469,4.367188,4.468750,2.994432,110656000
1995-01-25,4.375000,4.484375,4.343750,4.429688,2.968256,152656000
1995-01-26,4.414063,4.453125,4.375000,4.402344,2.952435,78633600
1995-01-27,4.406250,4.468750,4.390625,4.437500,2.976012,80027200
1995-01-30,4.445313,4.445313,4.367188,4.375000,2.934097,65137600
1995-01-31,4.367188,4.375000,4.311519,4.335938,2.907897,84265600
1995-02-01,4.335938,4.437500,4.320313,4.414063,2.960292,75233600
1995-02-02,4.406250,4.516600,4.406250,4.511719,3.025785,88065600
1995-02-03,4.546875,4.632813,4.500000,4.593750,3.080801,142459200
1995-02-06,4.585938,4.648438,4.585938,4.601563,3.086039,56099200
1995-02-07,4.601563,4.609375,4.539063,4.562500,3.059841,44675200
1995-02-08,4.632813,4.804688,4.625000,4.789063,3.211785,135900800
1995-02-09,4.789063,4.921875,4.789063,4.843750,3.248463,126497600
1995-02-10,4.835938,4.906250,4.820313,4.835938,3.243224,88566400
1995-02-13,4.835938,4.875000,4.796875,4.820313,3.232744,53864000
1995-02-14,4.820313,4.906250,4.820313,4.906250,3.290379,68824000
1995-02-15,4.906250,5.000000,4.906250,4.984375,3.342772,113956800
1995-02-16,4.992188,5.046875,4.968750,4.992188,3.348012,94993600
1995-02-17,4.968750,4.968750,4.921875,4.925781,3.303476,80916800
1995-02-21,4.929688,4.960938,4.890625,4.937500,3.311336,67569600
1995-02-22,4.929688,5.000000,4.929688,4.976563,3.337534,44088000
1995-02-23,5.000000,5.039063,4.875000,4.878906,3.272040,87577600
1995-02-24,4.875000,4.921875,4.824219,4.906250,3.290379,78345600
1995-02-27,4.890625,4.937500,4.867188,4.894531,3.282520,51545600
1995-02-28,4.890625,4.984375,4.851563,4.984375,3.342772,54179200
1995-03-01,4.984375,5.032225,4.921875,4.921875,3.300857,65336000
1995-03-02,4.921875,4.976563,4.898438,4.936519,3.310678,39121600
1995-03-03,4.929688,5.132813,4.921875,5.117188,3.431845,140860800
1995-03-06,5.093750,5.171875,5.062500,5.140625,3.447561,80664000
1995-03-07,5.125000,5.132813,5.007813,5.023438,3.368970,85563200
1995-03-08,5.015625,5.054688,4.953125,4.984375,3.342772,85804800
1995-03-09,5.000000,5.054688,4.945313,5.011719,3.361112,84761600
1995-03-10,5.000000,5.039063,5.000000,5.031250,3.374209,57476800
1995-03-13,5.031250,5.125000,5.023438,5.085938,3.410887,73267200
1995-03-14,5.101563,5.179688,5.101563,5.148438,3.452801,66921600
1995-03-15,5.148438,5.171875,5.093750,5.117188,3.431845,34435200
1995-03-16,5.109375,5.148438,5.078125,5.089844,3.413507,34500800
1995-03-17,5.109375,5.109375,5.054688,5.055663,3.390582,38120000
1995-03-20,5.054688,5.210938,5.015625,5.210938,3.494717,66764800
1995-03-21,5.210938,5.265625,5.191406,5.203125,3.489477,83536000
1995-03-22,5.195313,5.273438,5.171875,5.273438,3.536633,69624000
1995-03-23,5.273438,5.359375,5.264644,5.335938,3.578549,110006400
1995-03-24,5.359375,5.445313,5.351563,5.382813,3.609986,98563200
1995-03-27,5.382813,5.484375,5.375000,5.468750,3.667621,67161600
1995-03-28,5.515625,5.593750,5.507813,5.531250,3.709535,94750400
1995-03-29,5.531250,5.625000,5.343750,5.441406,3.649282,160102400
1995-03-30,5.445313,5.453125,5.234375,5.335938,3.578549,164172800
1995-03-31,5.218750,5.398438,5.187500,5.304688,3.557590,150662400
1995-04-03,5.296875,5.531250,5.281250,5.531250,3.709535,94400000
1995-04-04,5.554688,5.632813,5.390625,5.410156,3.628323,100321600
1995-04-05,5.375000,5.429688,5.296875,5.414063,3.630942,119211200
1995-04-06,5.437500,5.477538,5.320313,5.343750,3.583787,79091200
1995-04-07,5.343750,5.480469,5.312500,5.445313,3.651901,85091200
1995-04-10,5.437500,5.531250,5.406250,5.531250,3.709535,79411200
1995-04-11,5.671875,5.750000,5.664063,5.703125,3.824804,173561600
1995-04-12,5.710938,5.742188,5.640625,5.734375,3.845759,83680000
1995-04-13,5.757813,5.945313,5.757813,5.937500,3.981985,115472000
1995-04-17,5.945313,6.093750,5.843750,5.875000,3.940071,156675200
1995-04-18,6.023438,6.031250,5.828125,5.894531,3.953169,168217600
1995-04-19,5.875000,5.906250,5.742188,5.832031,3.911254,95795200
1995-04-20,5.867188,5.882813,5.773438,5.812500,3.898154,79468800
1995-04-21,5.820313,5.890625,5.773438,5.804688,3.892916,87787200
1995-04-24,5.796875,6.046875,5.773438,6.031250,4.044861,96052800
1995-04-25,6.031250,6.171875,6.031250,6.140625,4.120776,128708800
1995-04-26,6.101563,6.289063,6.085938,6.226563,4.178443,96080000
1995-04-27,6.218750,6.375000,6.217769,6.289063,4.220387,91153600
1995-04-28,6.390625,6.507813,6.335938,6.398438,4.293782,132334400
1995-05-01,6.468750,6.570313,6.429688,6.507813,4.367182,115844800
1995-05-02,6.484375,6.531250,6.437500,6.500000,4.361940,115572800
1995-05-03,6.500000,6.726563,6.500000,6.710938,4.503494,89808000
1995-05-04,6.765625,6.968750,6.734375,6.867188,4.608347,176945600
1995-05-05,6.929688,6.984375,6.765625,6.789063,4.555919,143638400
1995-05-08,6.765625,7.031250,6.750000,6.976563,4.681746,117291200
1995-05-09,7.039063,7.054688,6.835938,6.953125,4.666017,138131200
1995-05-10,7.023438,7.031250,6.785156,6.796875,4.561162,141251200
1995-05-11,6.757813,6.867188,6.695313,6.828125,4.582133,115512000
1995-05-12,6.828125,6.937500,6.757813,6.792969,4.558542,78270400
1995-05-15,6.804688,6.828125,6.703125,6.773438,4.545434,72540800
1995-05-16,6.765625,6.882813,6.734375,6.804688,4.566405,83606400
1995-05-17,6.859375,6.960938,6.851563,6.921875,4.645046,103816000
1995-05-18,6.968750,7.203125,6.914063,6.921875,4.645046,170598400
1995-05-19,6.906250,7.070313,6.890625,6.960938,4.671259,146268800
1995-05-22,6.976563,7.164063,6.976563,7.125000,4.781358,103174400
1995-05-23,7.156250,7.312500,7.148438,7.281250,4.886213,122224000
1995-05-24,7.390625,7.437500,7.234375,7.265625,4.875727,139008000
1995-05-25,7.265625,7.382813,7.203125,7.343750,4.928154,85121600
1995-05-26,7.312500,7.343750,7.203125,7.242188,4.859999,57699200
1995-05-30,7.257813,7.296875,6.812500,6.906250,4.634561,242369600
1995-05-31,6.953125,7.031250,6.750000,7.015625,4.707959,163680000
1995-06-01,7.031250,7.234375,7.023438,7.171875,4.812813,117364800
1995-06-02,7.085938,7.351563,7.046875,7.281250,4.886213,120323200
1995-06-05,7.328125,7.328125,7.210938,7.234375,4.854754,77616000
1995-06-06,7.218750,7.234375,7.023438,7.023438,4.713204,96516800
1995-06-07,7.031250,7.108394,6.953125,7.070313,4.744657,117452800
1995-06-08,7.078125,7.148438,7.070313,7.113281,4.773493,44441600
1995-06-09,7.109375,7.171875,7.039063,7.046875,4.728927,54803200
1995-06-12,7.070313,7.109375,6.960938,6.972656,4.679124,64686400
1995-06-13,7.085938,7.093750,6.921875,6.937500,4.655532,107860800
1995-06-14,6.898438,7.062500,6.843750,7.031250,4.718445,97881600
1995-06-15,7.039063,7.226563,7.039063,7.195313,4.828542,91027200
1995-06-16,7.218750,7.335938,7.156250,7.257813,4.870484,122411200
1995-06-19,7.312500,7.765625,7.296875,7.718750,5.179803,127876000
1995-06-20,7.921875,8.140625,7.828125,8.125000,5.452423,141030400
1995-06-21,8.265625,8.273438,7.921875,7.957025,5.339701,119708800
1995-06-22,7.984375,8.226563,7.943350,8.171875,5.483882,70946400
1995-06-23,8.171875,8.296875,8.109375,8.203125,5.504852,52727200
1995-06-26,8.218750,8.296875,8.046875,8.125000,5.452423,57357600
1995-06-27,8.078125,8.078125,7.796875,7.828125,5.253201,92004800
1995-06-28,7.781250,7.968750,7.625000,7.890625,5.295142,112888000
1995-06-29,7.968750,8.078125,7.875000,7.976563,5.352813,60702400
1995-06-30,8.000000,8.093750,7.875000,7.914063,5.310869,41468800
1995-07-03,7.921875,7.968750,7.875000,7.914063,5.310869,13020800
1995-07-05,7.937500,8.062500,7.921875,7.968750,5.347568,46887200
1995-07-06,7.968750,8.187500,7.875000,8.179688,5.489122,52177600
1995-07-07,8.203125,8.531250,8.125000,8.531250,5.725047,78961600
1995-07-10,8.578125,8.812500,8.531250,8.783200,5.894121,83404000
1995-07-11,8.734375,8.742188,8.607412,8.609375,5.777472,51932800
1995-07-12,8.859375,9.062500,8.718750,9.031250,6.060575,84791200
1995-07-13,9.000000,9.498037,8.906250,9.203125,6.175918,117482400
1995-07-14,8.968750,9.476563,8.906250,9.437500,6.333201,87835200
1995-07-17,9.562500,9.796875,9.437500,9.554688,6.411840,139681600
1995-07-18,9.640625,9.671875,9.125000,9.156250,6.144461,137435200
1995-07-19,8.125000,8.593750,7.812500,8.156250,5.473395,447652000
1995-07-20,8.187500,8.375000,8.046875,8.062500,5.410482,199928000
1995-07-21,8.093750,8.203125,7.859375,7.867188,5.279414,152450400
1995-07-24,7.921875,8.437500,7.888662,8.406250,5.641160,122608000
1995-07-25,8.750000,8.765625,8.500000,8.625000,5.787959,140957600
1995-07-26,8.703125,8.734375,8.437500,8.515625,5.714561,89991200
1995-07-27,8.531250,8.716787,8.484375,8.593750,5.766988,52663200
1995-07-28,8.578125,8.640625,8.343750,8.390625,5.633956,68643200
1995-07-31,8.406250,8.453125,8.093750,8.125000,5.455599,64880800
1995-08-01,8.125000,8.125000,7.812500,7.906250,5.308716,94556800
1995-08-02,8.046875,8.125000,7.625000,7.687500,5.161834,135620800
1995-08-03,7.468750,7.843750,7.390625,7.765625,5.214292,117961600
1995-08-04,7.781250,7.875000,7.718750,7.750000,5.203802,68723200
1995-08-07,7.812500,7.984375,7.781250,7.937500,5.329700,51580000
1995-08-08,8.031250,8.156250,7.984375,8.093750,5.434614,58122400
1995-08-09,8.328125,8.343750,8.187500,8.265625,5.550022,70807200
1995-08-10,8.265625,8.281250,7.984375,8.031250,5.392649,60408000
1995-08-11,8.218750,8.312500,8.140625,8.265625,5.550022,68375200
1995-08-14,8.250000,8.375000,8.171875,8.296875,5.571004,50202400
1995-08-15,8.375000,8.406250,8.078125,8.187500,5.497565,67754400
1995-08-16,8.281250,8.390625,8.125000,8.343750,5.602481,67332800
1995-08-17,8.375000,8.390625,8.179688,8.203125,5.508060,66123200
1995-08-18,8.281250,8.281250,8.062500,8.109375,5.445106,73496800
1995-08-21,8.109375,8.125000,7.484375,7.531250,5.056921,175418400
1995-08-22,7.640625,7.796875,7.531250,7.781250,5.224783,129546400
1995-08-23,7.843750,7.906250,7.748037,7.796875,5.235275,65648000
1995-08-24,7.796875,7.812500,7.562500,7.628900,5.122488,100023200
1995-08-25,7.640625,7.640625,7.468750,7.546875,5.067412,91089600
1995-08-28,7.554688,7.609375,7.312500,7.328125,4.920529,77804000
1995-08-29,7.343750,7.468750,7.140625,7.359375,4.941512,142798400
1995-08-30,7.500000,7.609375,7.390625,7.546875,5.067412,88683200
1995-08-31,7.625000,7.750000,7.578125,7.671875,5.151345,50941600
1995-09-01,7.656250,7.718750,7.578125,7.609375,5.109377,34721600
1995-09-05,7.671875,7.968750,7.609375,7.960938,5.345438,59574400
1995-09-06,8.031250,8.093750,7.796875,7.812500,5.245768,72960000
1995-09-07,8.123037,8.250000,8.031250,8.125000,5.455599,125828000
1995-09-08,8.187500,8.218750,8.046875,8.203125,5.508060,63664000
1995-09-11,8.187500,8.328125,8.187500,8.203125,5.508060,53804800
1995-09-12,8.281250,8.296875,8.093750,8.109375,5.445106,52924000
1995-09-13,8.109375,8.203125,8.039063,8.109375,5.445106,52886400
1995-09-14,8.156250,8.156250,7.937500,7.960938,5.345438,53280800
1995-09-15,7.968750,8.062500,7.656250,7.765625,5.214292,99998400
1995-09-18,7.781250,7.875000,7.625000,7.859375,5.277241,63196800
1995-09-19,7.718750,7.968750,7.703125,7.835938,5.261505,69693600
1995-09-20,7.929688,7.968750,7.796875,7.835938,5.261505,63268000
1995-09-21,7.750000,7.843750,7.625000,7.642575,5.131671,71136800
1995-09-22,7.593750,7.648438,7.531250,7.562500,5.077902,68509600
1995-09-25,7.562500,7.562500,7.359375,7.500000,5.035937,75903200
1995-09-26,7.546875,7.697262,7.421875,7.468750,5.014955,70076000
1995-09-27,7.390625,7.429688,7.156250,7.414063,4.978234,133321600
1995-09-28,7.453125,7.734375,7.437500,7.734375,5.193310,83437600
1995-09-29,7.781250,7.843750,7.500000,7.515625,5.046428,76591200
1995-10-02,7.576162,7.658200,7.375000,7.390625,4.962495,59953600
1995-10-03,7.419912,7.515625,7.359375,7.476563,5.020200,80306400
1995-10-04,7.343750,7.484375,7.281250,7.335938,4.925777,71613600
1995-10-05,7.328125,7.609375,7.296875,7.609375,5.109377,79205600
1995-10-06,7.890625,7.921875,7.734375,7.750000,5.203802,116396800
1995-10-09,7.703125,7.703125,7.421875,7.515625,5.046428,79104000
1995-10-10,7.281250,7.703125,7.218750,7.703125,5.172327,118409600
1995-10-11,7.906250,7.937500,7.750000,7.859375,5.277241,78585600
1995-10-12,7.843750,8.031250,7.812500,7.968750,5.350683,90520000
1995-10-13,8.062500,8.078125,7.812500,7.843750,5.266749,79935200
1995-10-16,7.828125,8.000000,7.781250,7.890625,5.298225,55199200
1995-10-17,8.015625,8.203125,7.890625,8.187500,5.497565,133656800
1995-10-18,8.375000,8.531250,8.296875,8.468750,5.686411,142411200
1995-10-19,8.421875,8.531250,8.312500,8.500000,5.707394,66150400
1995-10-20,8.453125,8.515625,8.328125,8.390625,5.633956,52790400
1995-10-23,8.281250,8.453125,8.248037,8.437500,5.665430,54128800
1995-10-24,8.500000,8.546875,8.437500,8.484375,5.696905,56356800
1995-10-25,8.484375,8.484375,8.296875,8.312500,5.581497,47943200
1995-10-26,8.328125,8.390625,8.109375,8.304688,5.576252,47912800
1995-10-27,8.265625,8.515625,8.265625,8.484375,5.696905,61734400
1995-10-30,8.562500,8.812500,8.562500,8.718750,5.857731,98684000
1995-10-31,8.843750,8.921875,8.734375,8.734375,5.868224,74370400
1995-11-01,8.843750,8.859375,8.625000,8.851563,5.946959,76340800
1995-11-02,8.890625,9.125000,8.859375,9.109375,6.120172,80272000
1995-11-03,9.140625,9.142575,8.968750,9.062500,6.088677,47605600
1995-11-06,9.031250,9.062500,8.830075,8.851563,5.946959,37800000
1995-11-07,8.609375,8.687500,8.093750,8.296875,5.574289,225472000
1995-11-08,8.406250,8.500000,8.132813,8.242188,5.537546,101253600
1995-11-09,8.625000,8.656250,8.500000,8.625000,5.794740,77737600
1995-11-10,8.562500,8.656250,8.468750,8.531250,5.731755,50086400
1995-11-13,8.515625,8.609375,8.359375,8.390625,5.637274,36456000
1995-11-14,8.250000,8.328125,8.132813,8.140625,5.469314,53100800
1995-11-15,8.218750,8.234375,7.812500,8.093750,5.437819,103201600
1995-11-16,7.984375,8.125000,7.859375,7.859375,5.280354,82568800
1995-11-17,7.859375,7.906250,7.835938,7.843750,5.269855,93374400
1995-11-20,7.968750,8.015625,7.742188,7.765625,5.217368,71694400
1995-11-21,7.796875,7.937500,7.750000,7.875000,5.290852,70495200
1995-11-22,7.921875,7.968750,7.718750,7.734375,5.196373,48664800
1995-11-24,7.781250,7.875000,7.781250,7.875000,5.290852,18368000
1995-11-27,7.937500,7.960938,7.486325,7.500000,5.038906,121008000
1995-11-28,7.515625,7.968750,7.484375,7.968750,5.353836,99812000
1995-11-29,8.000000,8.062500,7.781250,7.875000,5.290852,72459200
1995-11-30,7.781250,7.945313,7.531250,7.609375,5.112391,68048000
1995-12-01,7.671875,7.718750,7.578125,7.625000,5.122889,58219200
1995-12-04,7.750000,7.937500,7.554688,7.718750,5.185873,56004000
1995-12-05,7.750000,7.750000,7.609375,7.671875,5.154380,52358400
1995-12-06,7.718750,7.765625,7.546875,7.632813,5.128137,66432000
1995-12-07,7.625000,7.703125,7.546875,7.687500,5.164878,45921600
1995-12-08,7.796875,7.906250,7.671875,7.906250,5.311846,61020000
1995-12-11,7.968750,8.000000,7.921875,7.937500,5.332843,38281600
1995-12-12,7.937500,7.955075,7.734375,7.781250,5.227865,38964000
1995-12-13,7.812500,7.906250,7.750000,7.828125,5.259358,50386400
1995-12-14,7.828125,7.875000,7.500000,7.500000,5.038906,76008800
1995-12-15,7.531250,7.609375,7.265625,7.281250,4.891940,131205600
1995-12-18,7.281250,7.312500,6.898438,7.156250,4.807956,126525600
1995-12-19,7.218750,7.617188,7.187500,7.546875,5.070400,93095200
1995-12-20,7.593750,7.640625,7.390625,7.453125,5.007414,71931200
1995-12-21,7.500000,7.546875,7.406250,7.437500,4.996916,59761600
1995-12-22,7.421875,7.470700,7.328125,7.375000,4.954925,41667200
1995-12-26,7.375000,7.484375,7.359375,7.421875,4.986417,22500000
1995-12-27,7.437500,7.515625,7.343750,7.359375,4.944427,32307200
1995-12-28,7.250000,7.265625,7.125000,7.140625,4.797459,63944800
1995-12-29,7.140625,7.250000,7.093750,7.093750,4.765965,55903200
1996-01-02,7.171875,7.343750,7.109375,7.328125,4.923429,62854400
1996-01-03,7.328125,7.421875,7.199213,7.218750,4.849948,72678400
1996-01-04,7.343750,7.359375,7.000000,7.187500,4.828953,100259200
1996-01-05,7.140625,7.343750,7.093750,7.187500,4.828953,65434400
1996-01-08,7.265625,7.296875,7.171875,7.203125,4.839450,17544000
1996-01-09,7.203125,7.218750,6.843750,6.875000,4.618997,110116800
1996-01-10,6.781250,6.875000,6.656250,6.765625,4.545511,137448000
1996-01-11,6.976563,7.140625,6.796875,7.109375,4.776464,83769600
1996-01-12,7.140625,7.187500,6.906250,7.078125,4.755467,70219200
1996-01-15,7.078125,7.093750,6.669912,6.671875,4.482527,106633600
1996-01-16,6.734375,6.984375,6.500000,6.968750,4.681983,150692800
1996-01-17,6.367188,6.578125,6.226563,6.250000,4.199088,546630400
1996-01-18,6.343750,6.453125,6.281250,6.375000,4.283069,132712000
1996-01-19,6.421875,6.453125,6.328125,6.421875,4.314563,128462400
1996-01-22,6.421875,6.564450,6.375000,6.500000,4.367054,106812800
1996-01-23,6.531250,6.609375,6.531250,6.585938,4.424790,69244800
1996-01-24,6.671875,6.875000,6.625000,6.843750,4.598002,94037600
1996-01-25,6.937500,7.109375,6.796875,6.828125,4.587505,115267200
1996-01-26,6.765625,6.875000,6.703125,6.875000,4.618997,66812800
1996-01-29,6.937500,6.937500,6.781250,6.804688,4.571758,39158400
1996-01-30,6.812500,6.843750,6.718750,6.765625,4.548854,43040000
1996-01-31,6.796875,6.929688,6.718750,6.904287,4.642087,72689600
1996-02-01,6.875000,7.062500,6.857412,7.031250,4.727449,66874400
1996-02-02,7.046875,7.140625,7.000000,7.093750,4.769469,51456000
1996-02-05,7.140625,7.312500,7.109375,7.312500,4.916546,67600800
1996-02-06,7.359375,7.500000,7.296875,7.437500,5.000590,85640000
1996-02-07,7.390625,7.445313,7.187500,7.281250,4.895535,70611200
1996-02-08,7.265625,7.283200,7.125000,7.234375,4.864018,48796800
1996-02-09,7.234375,7.328125,7.171875,7.250000,4.874527,50028800
1996-02-12,7.250000,7.375000,7.250000,7.279287,4.894215,46727200
1996-02-13,7.062500,7.234375,7.000000,7.140625,4.800986,77997600
1996-02-14,7.140625,7.250000,7.109375,7.250000,4.874527,49426400
1996-02-15,7.218750,7.281250,7.171875,7.187500,4.832501,48066400
1996-02-16,7.218750,7.343750,7.156250,7.195313,4.837754,48668000
1996-02-20,7.156250,7.312500,7.140625,7.234375,4.864018,41164800
1996-02-21,7.281250,7.406250,7.218750,7.406250,4.979579,48394400
1996-02-22,7.437500,7.656250,7.390625,7.625000,5.126655,89480800
1996-02-23,7.640625,7.703125,7.529287,7.601563,5.110897,57186400
1996-02-26,7.593750,7.640625,7.500000,7.546875,5.074127,35695200
1996-02-27,7.546875,7.593750,7.500000,7.531250,5.063623,36168000
1996-02-28,7.562500,7.687500,7.562500,7.593750,5.105642,42570400
1996-02-29,7.500000,7.515625,7.343750,7.351563,4.942810,73402400
1996-03-01,7.203125,7.218750,6.875000,7.007813,4.711690,145034400
1996-03-04,7.015625,7.031250,6.843750,6.859375,4.611887,70285600
1996-03-05,6.875000,6.984375,6.843750,6.921875,4.653910,59856800
1996-03-06,6.890625,6.953125,6.648438,6.656250,4.475318,67897600
1996-03-07,6.671875,6.718750,6.593750,6.640625,4.464812,74715200
1996-03-08,6.453125,6.765625,6.437500,6.687500,4.496328,111921600
1996-03-11,6.750000,6.921875,6.732412,6.906250,4.643404,75256000
1996-03-12,6.890625,6.906250,6.757813,6.859375,4.611887,48633600
1996-03-13,6.953125,7.109375,6.859375,7.015625,4.716942,69127200
1996-03-14,7.062500,7.171875,7.015625,7.015625,4.716942,57525600
1996-03-15,7.062500,7.390625,7.031250,7.359375,4.948061,87536800
1996-03-18,7.468750,7.531250,7.416012,7.437500,5.000590,62223200
1996-03-19,7.476563,7.484375,7.296875,7.343750,4.937558,44320000
1996-03-20,7.234375,7.281250,6.890625,6.937500,4.664415,118391200
1996-03-21,6.953125,7.062500,6.890625,6.984375,4.695930,47616800
1996-03-22,7.031250,7.062500,6.937500,7.015625,4.716942,30303200
1996-03-25,7.046875,7.093750,6.843750,6.861325,4.613200,45829600
1996-03-26,6.812500,7.046875,6.765625,7.015625,4.716942,49976800
1996-03-27,7.046875,7.171875,7.015625,7.078125,4.758965,51588800
1996-03-28,7.046875,7.171875,7.023438,7.046875,4.737956,32305600
1996-03-29,7.091787,7.171875,7.031250,7.109375,4.779976,36318400
1996-04-01,7.140625,7.187500,7.078125,7.140625,4.800986,28519200
1996-04-02,7.140625,7.156250,7.078125,7.109375,4.779976,17644800
1996-04-03,7.093750,7.234375,7.046875,7.203125,4.843008,33368800
1996-04-04,7.218750,7.421875,7.171875,7.406250,4.979579,72766400
1996-04-08,7.296875,7.609375,7.281250,7.578125,5.095137,115408800
1996-04-09,7.687500,7.765625,7.578125,7.734375,5.200192,115986400
1996-04-10,7.671875,7.890625,7.656250,7.718750,5.189689,131409600
1996-04-11,7.671875,7.750000,7.484375,7.554688,5.079379,105884000
1996-04-12,7.546875,7.562500,7.437500,7.453125,5.011096,48440800
1996-04-15,7.468750,7.609375,7.453125,7.578125,5.095137,42540800
1996-04-16,8.000000,8.125000,7.968750,8.109375,5.452324,191147200
1996-04-17,8.078125,8.121087,7.966787,8.023438,5.394543,70596000
1996-04-18,8.046875,8.234375,8.031250,8.218750,5.525862,73107200
1996-04-19,8.312500,8.312500,8.140625,8.156250,5.483841,62551200
1996-04-22,8.203125,8.468750,8.203125,8.468750,5.693948,83480800
1996-04-23,8.439450,8.515625,8.343750,8.513662,5.724144,63572000
1996-04-24,8.625000,8.796875,8.500000,8.781250,5.904056,163722400
1996-04-25,8.750000,8.750000,8.593750,8.703125,5.851531,77232800
1996-04-26,8.703125,8.796875,8.625000,8.656250,5.820013,73344800
1996-04-29,8.609375,8.625000,8.484375,8.515625,5.728774,35319200
1996-04-30,8.484375,8.500000,8.404287,8.468750,5.697238,46836800
1996-05-01,8.421875,8.617188,8.406250,8.484375,5.707751,52056800
1996-05-02,8.484375,8.609375,8.468750,8.500000,5.718259,63019200
1996-05-03,8.531250,8.671875,8.500000,8.585938,5.776077,61840800
1996-05-06,8.578125,8.625000,8.484375,8.593750,5.781331,40720800
1996-05-07,8.609375,8.656250,8.468750,8.484375,5.707751,42147200
1996-05-08,8.453125,8.625000,8.312500,8.593750,5.781331,64528800
1996-05-09,8.609375,8.703125,8.546875,8.578125,5.770820,50893600
1996-05-10,8.656250,8.687500,8.609375,8.640625,5.812868,48227200
1996-05-13,8.640625,8.968750,8.625000,8.968750,6.033610,76656800
1996-05-14,9.000000,9.187500,8.984375,9.109375,6.128211,114499200
1996-05-15,9.078125,9.203125,9.031250,9.046875,6.086163,60852000
1996-05-16,8.968750,9.031250,8.906250,8.984375,6.044117,40033600
1996-05-17,9.031250,9.046875,8.875000,8.890625,5.981051,40084000
1996-05-20,8.921875,8.968750,8.859375,8.875000,5.970538,33077600
1996-05-21,8.875000,8.906250,8.765625,8.781250,5.907469,39953600
1996-05-22,8.718750,8.765625,8.640625,8.734375,5.875937,45796800
1996-05-23,8.765625,8.968750,8.703125,8.859375,5.960027,45295200
1996-05-24,8.859375,8.921875,8.828125,8.875000,5.970538,33536800
1996-05-28,8.890625,9.125000,8.890625,9.062500,6.096676,53196800
1996-05-29,9.078125,9.125000,8.906250,8.921875,6.002072,59422400
1996-05-30,8.921875,8.953125,8.843750,8.937500,6.012585,61696800
