Date,Open,High,Low,Close,Adj Close,Volume,UpperB,LowerB,PercentB
2012-04-09,138.029999,139.83999599999999,137.83999599999999,138.220001,122.856125,127555900,142.28247962201678,138.13551977798332,0.020371844723364445
2012-04-10,137.949997,138.33999599999999,135.759995,135.899994,120.79403700000002,235360300,142.71796732344163,137.53203127655846,-0.31470447414008196
2012-04-11,137.28999299999998,137.53999299999998,136.75,137.0,121.771774,154133000,142.91817483795714,137.0258239620429,-0.004382624624146401
2012-04-12,137.130005,138.899994,137.029999,138.78999299999998,123.36277,154321500,142.9093365609602,136.92266113903983,0.31191466537886137
2012-04-13,138.470001,138.820007,137.009995,137.139999,121.896179,169246700,142.94813957335774,136.52585792664232,0.09562661794375919
2012-04-16,137.83999599999999,138.03999299999998,136.580002,137.050003,121.816216,147825300,142.98822084164917,136.1607766583509,0.13024293099669546
2012-04-17,137.83999599999999,139.360001,137.699997,139.080002,123.620567,147877600,142.85192942298914,136.12006767701092,0.4396903018332814
2012-04-18,138.46000700000002,139.080002,138.380005,138.610001,123.202805,123884200,142.75071455509493,136.03828244490512,0.3831276820201864
2012-04-19,138.630005,139.149994,137.070007,137.720001,122.41171299999999,198666700,142.68309266752536,135.8569037324747,0.2729337387599668
2012-04-20,138.330002,138.830002,137.869995,137.949997,122.616142,143199600,142.67139146929892,135.74360493070114,0.31848441879755734
2012-04-23,136.53999299999998,136.91000400000001,135.940002,136.78999299999998,121.58511399999999,171844900,142.68411407417898,135.44488222582106,0.1858084949280956
2012-04-24,136.91000400000001,137.66000400000001,136.800003,137.309998,122.047302,137484200,142.34104801200868,135.3579479879914,0.279539173904833
2012-04-25,138.649994,139.25,138.529999,139.190002,123.718323,150252200,142.07321365818254,135.42778274181754,0.5661362378950678
2012-04-26,138.889999,140.320007,138.809998,140.16000400000001,124.580505,136291600,142.0266878023294,135.44330889767062,0.7164550560794222
2012-04-27,140.580002,140.78999299999998,139.800003,140.389999,124.784935,130725000,142.05072538747945,135.4352716125206,0.7489625891173595
2012-04-30,140.110001,140.21000700000002,139.490005,139.869995,124.322723,115092200,141.90530965228888,135.48668704771117,0.6829047635800677
2012-05-01,139.78999299999998,141.66000400000001,139.630005,140.740005,125.09600800000001,138832200,141.65521837668646,135.62677922331355,0.8481840235254918
2012-05-02,139.919998,140.46000700000002,139.46000700000002,140.320007,124.722733,121081000,141.46204355059334,135.72595524940667,0.8009032478881
